지역,아파트,면적,가격,층
서울특별시 성동구 금호동4가,서울숲푸르지오,84.87,130000,8
서울특별시 성동구 금호동4가,서울숲푸르지오,59.99,100000,5
서울특별시 성동구 마장동,금호어울림,84.97,95300,19
서울특별시 성동구 마장동,대성유니드,59.7,65000,8
서울특별시 성동구 마장동,마장동중앙하이츠,60,60000,4
서울특별시 성동구 마장동,삼성,84.93,75000,14
서울특별시 성동구 마장동,삼성,59.76,64000,6
서울특별시 성동구 마장동,세림,40.86,49700,8
서울특별시 성동구 마장동,현대,59.91,54000,3
서울특별시 성동구 마장동,현대,59.91,54000,3
서울특별시 성동구 마장동,현대,59.94,58800,21
서울특별시 성동구 마장동,현대,59.94,55600,24
서울특별시 성동구 상왕십리동,텐즈힐(2구역),84.92,117700,15
서울특별시 성동구 성수동1가,금호,84.98,95000,9
서울특별시 성동구 성수동1가,금호,84.98,106000,13
서울특별시 성동구 성수동1가,대우2,84.97,89000,12
서울특별시 성동구 성수동1가,동아그린,58.32,73000,10
서울특별시 성동구 성수동1가,쌍용,59.76,83000,8
서울특별시 성동구 성수동1가,쌍용,59.76,84000,4
서울특별시 성동구 성수동1가,쌍용,59.76,83500,9
서울특별시 성동구 성수동1가,쌍용,59.76,80000,7
서울특별시 성동구 성수동1가,트리마제,25.3284,90000,6
서울특별시 성동구 성수동2가,금강아미움,80.89,76000,10
서울특별시 성동구 성수동2가,금강아미움,80.89,69800,8
서울특별시 성동구 성수동2가,대우1,59.49,52500,6
서울특별시 성동구 성수동2가,성수동두산위브,84.87,94000,7
서울특별시 성동구 옥수동,극동,142.26,115800,1
서울특별시 성동구 옥수동,극동그린,114.32,104500,12
서울특별시 성동구 옥수동,동인샤인빌,57.16,69000,11
서울특별시 성동구 옥수동,래미안 옥수 리버젠,59.25,108000,6
서울특별시 성동구 옥수동,래미안 옥수 리버젠,84.73,150000,10
서울특별시 성동구 옥수동,삼성,84.822,111500,14
서울특별시 성동구 옥수동,삼성,84.822,112000,8
서울특별시 성동구 옥수동,삼성,114.666,139500,5
서울특별시 성동구 옥수동,삼성,59.7,81500,1
서울특별시 성동구 옥수동,삼성,84.822,112500,13
서울특별시 성동구 옥수동,삼성,59.7,88500,9
서울특별시 성동구 옥수동,옥수파크힐스,84.3,145000,12
서울특별시 성동구 옥수동,옥수파크힐스,59.91,122000,3
서울특별시 성동구 옥수동,옥수파크힐스,84.3,139500,3
서울특별시 성동구 옥수동,옥수파크힐스,59.78,126500,11
서울특별시 성동구 옥수동,이편한세상옥수파크힐스,59.78,120000,10
서울특별시 성동구 옥수동,이편한세상옥수파크힐스,84.3,140500,2
서울특별시 성동구 옥수동,한남하이츠,91.07,123500,1
서울특별시 성동구 응봉동,대림(1차),126.66,110000,5
서울특별시 성동구 응봉동,대림(1차),113.71,107000,5
서울특별시 성동구 응봉동,대림(1차),75.51,80000,8
서울특별시 성동구 응봉동,대림(2차),59.91,64000,13
서울특별시 성동구 응봉동,대림강변,114.88,118000,3
서울특별시 성동구 응봉동,동아리버그린,84.83,96500,14
서울특별시 성동구 응봉동,신동아,76.76,64500,10
서울특별시 성동구 하왕십리동,극동미라주,59.4,56500,2
서울특별시 성동구 하왕십리동,극동미라주,59.4,59900,14
서울특별시 성동구 하왕십리동,금호베스트빌,114.93,74400,2
서울특별시 성동구 하왕십리동,센트라스아파트,59.95,99500,12
서울특별시 성동구 하왕십리동,센트라스아파트,115.99,170300,18
서울특별시 성동구 하왕십리동,센트라스아파트,84.99,129000,19
서울특별시 성동구 하왕십리동,센트라스아파트,115.99,167000,16
서울특별시 성동구 하왕십리동,센트라스아파트,59.95,98000,12
서울특별시 성동구 하왕십리동,센트라스아파트,59.99,95000,20
서울특별시 성동구 하왕십리동,센트라스아파트,84.96,130000,4
서울특별시 성동구 하왕십리동,센트라스아파트,84.96,125000,14
서울특별시 성동구 하왕십리동,센트라스아파트,84.99,125000,15
서울특별시 성동구 하왕십리동,왕십리KCC스위첸,64.236,82800,10
서울특별시 성동구 하왕십리동,왕십리자이,59.99,90000,12
서울특별시 성동구 하왕십리동,왕십리자이,84.99,90000,7
서울특별시 성동구 하왕십리동,왕십리자이,59.99,89800,11
서울특별시 성동구 하왕십리동,청계벽산,114.46,88000,5
서울특별시 성동구 하왕십리동,청계벽산,114.46,90000,14
서울특별시 성동구 하왕십리동,청계벽산,71.33,70500,7
서울특별시 성동구 하왕십리동,텐즈힐아파트(1단지),72.52,109000,2
서울특별시 성동구 하왕십리동,텐즈힐아파트(1단지),72.52,112200,3
서울특별시 성동구 하왕십리동,텐즈힐아파트(1단지),72.52,107000,6
서울특별시 성동구 하왕십리동,텐즈힐아파트(1단지),59.88,106500,18
서울특별시 성동구 하왕십리동,텐즈힐아파트(1단지),84.96,125000,21
서울특별시 성동구 하왕십리동,텐즈힐아파트(1단지),84.96,123000,22
서울특별시 성동구 하왕십리동,텐즈힐아파트(1단지),84.96,122300,6
서울특별시 성동구 하왕십리동,풍림아이원,84.417,76500,3
서울특별시 성동구 하왕십리동,풍림아이원,59.936,70500,8
서울특별시 성동구 하왕십리동,풍림아이원,59.936,69000,11
서울특별시 성동구 행당동,대림e-편한세상,114.94,95000,5
서울특별시 성동구 행당동,대림e-편한세상,59.96,75700,6
서울특별시 성동구 행당동,대림e-편한세상,84.87,86700,3
서울특별시 성동구 행당동,대림e-편한세상,59.96,70000,11
서울특별시 성동구 행당동,대림e-편한세상,84.87,90000,13
서울특별시 성동구 행당동,대림e-편한세상,59.96,70900,14
서울특별시 성동구 행당동,대림e-편한세상,84.87,88900,8
서울특별시 성동구 행당동,대림e-편한세상,59.96,72000,6
서울특별시 성동구 행당동,대림e-편한세상,84.87,87250,9
서울특별시 성동구 행당동,대림e-편한세상,59.96,72000,3
서울특별시 성동구 행당동,두산위브,84.99,103000,2
서울특별시 성동구 행당동,서울숲더샵,84.18,117000,30
서울특별시 성동구 행당동,서울숲리버뷰자이,59.97,120000,23
서울특별시 성동구 행당동,서울숲행당푸르지오,59.68,83500,14
서울특별시 성동구 행당동,서울숲행당푸르지오,59.81,84700,10
서울특별시 성동구 행당동,신동아,59.97,59800,7
서울특별시 성동구 행당동,신동아,59.97,61800,14
서울특별시 성동구 행당동,신동아,59.97,52800,1
서울특별시 성동구 행당동,신동아,59.97,60000,14
서울특별시 성동구 행당동,행당 한진타운,84.71,89500,5
서울특별시 성동구 행당동,행당 한진타운,59.96,73500,16
서울특별시 성동구 행당동,행당 한진타운,59.96,72000,10
서울특별시 성동구 행당동,행당 한진타운,84.71,88200,2
서울특별시 성동구 행당동,행당 한진타운,59.96,75000,10
서울특별시 성동구 행당동,행당 한진타운,59.96,75500,8
서울특별시 성동구 행당동,행당 한진타운,59.96,74800,17
서울특별시 성동구 행당동,행당 한진타운,84.71,95400,17
서울특별시 성동구 행당동,행당 한진타운,59.96,75500,13
서울특별시 성동구 행당동,행당 한진타운,84.71,90000,20
서울특별시 성동구 행당동,행당 한진타운,114.62,109000,10
서울특별시 성동구 행당동,행당 한진타운,84.71,95000,11
서울특별시 성동구 행당동,행당 한진타운,59.96,74800,10
서울특별시 성동구 행당동,행당 한진타운,59.96,74900,7
서울특별시 성동구 행당동,행당 한진타운,84.71,93000,9
서울특별시 성동구 행당동,행당 한진타운,59.96,76000,15
서울특별시 성동구 행당동,행당 한진타운,59.96,75500,18
서울특별시 성동구 행당동,행당 한진타운,84.71,91500,3
서울특별시 성동구 행당동,행당한신,84.95,89000,20
서울특별시 성동구 행당동,행당한신,59.91,76800,15
서울특별시 성동구 행당동,행당한신,84.95,85300,12
서울특별시 성동구 행당동,행당한신,84.95,83000,2
서울특별시 성동구 행당동,행당한신,84.95,87000,10
서울특별시 성동구 행당동,행당한신,114.97,101500,20
서울특별시 성동구 행당동,행당한신,84.95,88000,22
서울특별시 성동구 행당동,행당한신,84.95,89000,20
서울특별시 성동구 행당동,행당한신,84.95,88000,18
서울특별시 성동구 행당동,행당한신,84.95,88300,16
서울특별시 성동구 홍익동,청계대주파크빌,84.98,64900,11
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,84.97,69500,3
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,114.73,69500,9
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,114.73,73200,6
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,59.99,50000,13
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,143.43,79500,4
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,59.77,49800,7
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,59.99,56000,11
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,59.99,52500,10
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,84.97,69800,15
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,59.77,50000,7
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,114.73,69000,7
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,59.99,51500,11
서울특별시 성북구 길음동,길음뉴타운2단지푸르지오,59.99,53300,10
서울특별시 성북구 길음동,길음뉴타운3단지푸르지오,84.97,63000,6
서울특별시 성북구 길음동,길음뉴타운3단지푸르지오,59.99,51800,12
서울특별시 성북구 길음동,길음뉴타운3단지푸르지오,59.99,54000,4
서울특별시 성북구 길음동,길음뉴타운3단지푸르지오,59.99,52000,7
서울특별시 성북구 길음동,길음뉴타운3단지푸르지오,59.99,51700,12
서울특별시 성북구 길음동,길음뉴타운4단지(e편한세상),84.64,71700,8
서울특별시 성북구 길음동,길음뉴타운4단지(e편한세상),84.64,75000,17
서울특별시 성북구 길음동,길음뉴타운5단지(래미안),84.96,82500,4
서울특별시 성북구 길음동,길음뉴타운6단지(래미안),59.373,73000,8
서울특별시 성북구 길음동,길음뉴타운6단지(래미안),59.373,75000,10
서울특별시 성북구 길음동,길음뉴타운6단지(래미안),59.373,70000,17
서울특별시 성북구 길음동,길음뉴타운6단지(래미안),113.226,110000,7
서울특별시 성북구 길음동,길음뉴타운7단지(두산위브),59.99,71000,7
서울특별시 성북구 길음동,길음뉴타운7단지(두산위브),114.99,113000,22
서울특별시 성북구 길음동,길음뉴타운7단지(두산위브),59.99,69800,7
서울특별시 성북구 길음동,길음뉴타운7단지(두산위브),114.99,102000,3
서울특별시 성북구 길음동,길음뉴타운8단지(래미안),59.99,72000,7
서울특별시 성북구 길음동,길음뉴타운8단지(래미안),59.99,70500,23
서울특별시 성북구 길음동,길음뉴타운8단지(래미안),59.99,80000,7
서울특별시 성북구 길음동,길음뉴타운8단지(래미안),59.99,69700,7
서울특별시 성북구 길음동,길음뉴타운8단지(래미안),59.99,65500,3
서울특별시 성북구 길음동,길음뉴타운8단지(래미안),114.98,106000,2
서울특별시 성북구 길음동,길음뉴타운8단지(래미안),59.99,74700,21
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),59.96,70000,10
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),59.96,69000,14
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),84.96,88000,18
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),134.99,117000,7
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),84.95,89800,20
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),59.92,71800,26
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),59.96,70000,4
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),59.98,67800,2
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),84.96,87300,26
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),84.95,89000,12
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),59.96,73000,7
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),59.92,71000,8
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),59.96,73500,25
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),59.96,74000,17
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),84.844,59700,2
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),59.998,56000,9
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),114.912,79000,11
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),59.998,56500,5
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),59.998,55000,3
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),59.998,53300,2
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),84.844,65000,15
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),114.912,76000,17
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),59.998,53300,4
서울특별시 성북구 길음동,돈암2-1삼부,84.13,56300,15
서울특별시 성북구 길음동,돈암2-1삼부,84.13,55000,3
서울특별시 성북구 길음동,래미안길음1차,84.96,77000,14
서울특별시 성북구 길음동,래미안길음1차,114.98,84000,11
서울특별시 성북구 길음동,래미안길음1차,84.96,70300,1
서울특별시 성북구 길음동,래미안길음1차,59.99,68000,4
서울특별시 성북구 길음동,신안파크,68.14,32000,13
서울특별시 성북구 돈암동,길음역금호어울림센터힐,59.84,65500,18
서울특별시 성북구 돈암동,길음역금호어울림센터힐,59.5,65000,18
서울특별시 성북구 돈암동,길음역금호어울림센터힐,59.5,67000,14
서울특별시 성북구 돈암동,돈암동 풍림아파트 101~105동,59.64,39500,7
서울특별시 성북구 돈암동,돈암동 풍림아파트 101~105동,114.41,57000,10
서울특별시 성북구 돈암동,돈암동더샵아파트,84.817,59000,12
서울특별시 성북구 돈암동,돈암동더샵아파트,84.817,58800,15
서울특별시 성북구 돈암동,돈암동삼성,84.59,55500,4
서울특별시 성북구 돈암동,돈암동삼성,84.59,53000,1
서울특별시 성북구 돈암동,돈암동삼성,84.59,59500,9
서울특별시 성북구 돈암동,돈암동삼성,114.66,59800,13
서울특별시 성북구 돈암동,돈암동삼성,59.4,42000,3
서울특별시 성북구 돈암동,돈암코오롱하늘채,59.9342,67900,13
서울특별시 성북구 돈암동,돈암코오롱하늘채,59.8616,71000,12
서울특별시 성북구 돈암동,돈암코오롱하늘채,59.9342,64500,1
서울특별시 성북구 돈암동,돈암현대아파트,41.58,32500,9
서울특별시 성북구 돈암동,돈암현대아파트,41.58,31700,3
서울특별시 성북구 돈암동,돈암현대아파트,41.58,32000,3
서울특별시 성북구 돈암동,돈암현대아파트,68.76,43000,8
서울특별시 성북구 돈암동,돈암힐스테이트,59.38,53500,7
서울특별시 성북구 돈암동,동소문현대,84.72,46000,13
서울특별시 성북구 돈암동,범양,59.79,43000,18
서울특별시 성북구 돈암동,범양,59.79,44390,20
서울특별시 성북구 돈암동,범양,84.92,57500,8
서울특별시 성북구 돈암동,범양,84.92,53000,14
서울특별시 성북구 돈암동,삼성 아지오 아파트,84.97,35500,5
서울특별시 성북구 돈암동,성일우리미,84.95,50000,7
서울특별시 성북구 돈암동,이수브라운스톤돈암,59.99,57500,7
서울특별시 성북구 돈암동,이수브라운스톤돈암,59.99,55500,6
서울특별시 성북구 돈암동,이수브라운스톤돈암,59.99,59000,8
서울특별시 성북구 돈암동,이수브라운스톤돈암,84.97,65000,3
서울특별시 성북구 돈암동,이수브라운스톤돈암,59.99,58700,14
서울특별시 성북구 돈암동,이수브라운스톤돈암,59.99,54000,5
서울특별시 성북구 돈암동,이수브라운스톤돈암,59.99,52500,1
서울특별시 성북구 돈암동,이수브라운스톤돈암,84.97,66400,9
서울특별시 성북구 돈암동,일신건영휴먼빌아파트,84.98,62000,19
서울특별시 성북구 돈암동,일신건영휴먼빌아파트,143.51,72400,1
서울특별시 성북구 돈암동,한신,68.13,51000,14
서울특별시 성북구 돈암동,한신,132.96,70000,6
서울특별시 성북구 돈암동,한신,68.13,43500,1
서울특별시 성북구 돈암동,한신,132.96,63700,1
서울특별시 성북구 돈암동,한신,132.96,77000,8
서울특별시 성북구 돈암동,한신,132.96,66800,3
서울특별시 성북구 돈암동,한진(609-1),132.96,71000,18
서울특별시 성북구 돈암동,한진(609-1),84.87,57500,9
서울특별시 성북구 돈암동,한진(609-1),59.58,41000,4
서울특별시 성북구 돈암동,한진(609-1),59.58,39200,16
서울특별시 성북구 돈암동,한진(609-1),84.87,57800,5
서울특별시 성북구 돈암동,한진(609-1),113.67,67800,5
서울특별시 성북구 돈암동,한진(609-1),59.58,38000,1
서울특별시 성북구 돈암동,한진(609-1),59.58,39800,7
서울특별시 성북구 돈암동,한진(609-1),59.58,40300,9
서울특별시 성북구 돈암동,한진(609-1),59.58,41800,10
서울특별시 성북구 동소문동6가,시티플레이스,14.02,21500,13
서울특별시 성북구 동소문동6가,청기와,69.3,35000,7
서울특별시 성북구 동소문동7가,한신플러스C,59.91,56750,7
서울특별시 성북구 보문동3가,이편한세상 보문,124.181,81500,2
서울특별시 성북구 보문동3가,이편한세상 보문,84.904,60000,10
서울특별시 성북구 보문동3가,이편한세상 보문,93.494,80000,14
서울특별시 성북구 보문동3가,이편한세상 보문,84.904,73500,11
서울특별시 성북구 보문동3가,현대I-PARK,59.49,59800,8
서울특별시 성북구 보문동3가,현대I-PARK,59.49,59500,9
서울특별시 성북구 보문동3가,현대I-PARK,59.65,61700,12
서울특별시 성북구 보문동3가,현대I-PARK,84.57,74900,8
서울특별시 성북구 보문동3가,현대I-PARK,84.3,74800,9
서울특별시 성북구 보문동3가,현대I-PARK,84.57,76000,13
서울특별시 성북구 보문동3가,현대I-PARK,114.55,89500,9
서울특별시 성북구 보문동3가,현대I-PARK,59.65,60000,8
서울특별시 성북구 보문동4가,보문하우스토리,117.025,74500,7
서울특별시 성북구 보문동4가,보문하우스토리,82.028,67700,15
서울특별시 성북구 보문동6가,보문파크뷰자이,59.81,74000,9
서울특별시 성북구 보문동6가,보문파크뷰자이,72.97,86000,14
서울특별시 성북구 보문동6가,보문파크뷰자이,59.19,76000,4
서울특별시 성북구 보문동6가,보문파크뷰자이,84.99,95500,14
서울특별시 성북구 보문동6가,아남,84.9,50500,10
서울특별시 성북구 보문동6가,아남,84.9,50200,8
서울특별시 성북구 삼선동2가,삼선푸르지오,84.82,65900,7
서울특별시 성북구 삼선동2가,삼선푸르지오,114.65,73400,15
서울특별시 성북구 삼선동2가,삼선푸르지오,84.83,64250,10
서울특별시 성북구 삼선동2가,삼선푸르지오,59.95,57800,6
서울특별시 성북구 삼선동2가,삼선현대힐스테이트,84.83,65000,4
서울특별시 성북구 삼선동2가,삼선현대힐스테이트,84.83,65000,8
서울특별시 성북구 삼선동3가,동림푸른,84.95,43500,3
서울특별시 성북구 삼선동3가,삼선에스케이뷰,84.94,88000,3
서울특별시 성북구 삼선동3가,삼선에스케이뷰,84.95,91800,5
서울특별시 성북구 삼선동4가,코오롱,59.94,54500,9
서울특별시 성북구 상월곡동,동아에코빌,59.95,44000,11
서울특별시 성북구 상월곡동,동아에코빌,114.66,57000,4
서울특별시 성북구 상월곡동,동아에코빌,59.95,42800,18
서울특별시 성북구 상월곡동,동아에코빌,84.97,51000,7
서울특별시 성북구 상월곡동,동아에코빌,84.97,55500,11
서울특별시 성북구 상월곡동,동아에코빌,114.66,60000,7
서울특별시 성북구 상월곡동,동아에코빌,59.95,42700,4
서울특별시 성북구 상월곡동,동아에코빌,84.97,51500,4
서울특별시 성북구 상월곡동,동아에코빌,59.95,44800,4
서울특별시 성북구 석관동,두산,59.97,51500,4
서울특별시 성북구 석관동,두산,59.97,52800,10
서울특별시 성북구 석관동,두산,59.97,54400,7
서울특별시 성북구 석관동,두산,84.9,63000,15
서울특별시 성북구 석관동,두산,54.55,43600,17
서울특별시 성북구 석관동,두산,84.9,61550,18
서울특별시 성북구 석관동,두산,54.55,42700,12
서울특별시 성북구 석관동,두산,59.97,52500,18
서울특별시 성북구 석관동,두산,84.9,60000,12
서울특별시 성북구 석관동,석관래미안,84.84,67500,6
서울특별시 성북구 석관동,석관래미안,114.97,76500,15
서울특별시 성북구 석관동,중앙하이츠,84.85,39500,7
서울특별시 성북구 석관동,코오롱,59.94,41500,4
서울특별시 성북구 석관동,코오롱,84.87,55000,4
서울특별시 성북구 안암동1가,안암동삼성래미안,59.6983,56800,8
서울특별시 성북구 안암동1가,안암동삼성래미안,59.6983,57800,13
서울특별시 성북구 안암동1가,안암동삼성래미안,59.6983,57000,13
서울특별시 성북구 안암동1가,안암동삼성래미안,84.8681,68400,15
서울특별시 성북구 안암동3가,대광,61.92,18700,1
서울특별시 성북구 안암동3가,대광,51.57,20000,4
서울특별시 성북구 안암동3가,대광,54.88,19500,2
서울특별시 성북구 안암동3가,대광,43.17,15500,7
서울특별시 성북구 안암동3가,삼익,177.57,69000,12
서울특별시 성북구 장위동,그린빌아파트,84.69,35200,8
서울특별시 성북구 장위동,꿈의숲대명루첸아파트,59.988,59500,10
서울특별시 성북구 장위동,꿈의숲대명루첸아파트,84.843,64300,3
서울특별시 성북구 장위동,꿈의숲대명루첸아파트,84.843,68900,6
서울특별시 성북구 장위동,꿈의숲대명루첸아파트,84.843,70400,10
서울특별시 성북구 장위동,꿈의숲대명루첸아파트,103.526,78000,12
서울특별시 성북구 장위동,꿈의숲대명루첸아파트,103.526,79000,1
서울특별시 성북구 장위동,꿈의숲코오롱하늘채,59.5,73000,21
서울특별시 성북구 장위동,꿈의숲코오롱하늘채,84.87,83500,19
서울특별시 성북구 장위동,꿈의숲코오롱하늘채,84.71,83000,3
서울특별시 성북구 장위동,꿈의숲코오롱하늘채,84.84,87500,16
서울특별시 성북구 장위동,꿈의숲코오롱하늘채,84.71,89700,12
서울특별시 성북구 장위동,래미안장위퍼스트하이,84.94,76000,16
서울특별시 성북구 장위동,래미안장위퍼스트하이,84.94,82000,12
서울특별시 성북구 장위동,래미안포레카운티,59.92,73000,19
서울특별시 성북구 장위동,래미안포레카운티,59.92,74900,5
서울특별시 성북구 장위동,석계역 한일노벨리아시티,15.2144,13700,5
서울특별시 성북구 장위동,세영아파트,66.52,29950,4
서울특별시 성북구 장위동,장위동동원베네스트,84.95,48000,13
서울특별시 성북구 정릉동,경남,84.87,52000,7
서울특별시 성북구 정릉동,경남,114.63,55700,11
서울특별시 성북구 정릉동,경남,84.87,51500,4
서울특별시 성북구 정릉동,경남,59.59,42500,18
서울특별시 성북구 정릉동,경남,59.59,42800,3
서울특별시 성북구 정릉동,경남,59.59,41000,5
서울특별시 성북구 정릉동,경남,50.45,37000,3
서울특별시 성북구 정릉동,경남,50.45,35500,3
서울특별시 성북구 정릉동,경남,84.88,49500,3
서울특별시 성북구 정릉동,대우,43.11,27200,6
서울특별시 성북구 정릉동,롯데캐슬골든힐스,59.9284,66300,19
서울특별시 성북구 정릉동,"산장아파트 가동, 나동",52.89,25850,2
서울특별시 성북구 정릉동,"산장아파트 가동, 나동",71.5,34000,9
서울특별시 성북구 정릉동,"산장아파트 가동, 나동",52.89,22000,6
서울특별시 성북구 정릉동,"산장아파트 가동, 나동",71.5,35000,6
서울특별시 성북구 정릉동,쌍용2,59.9,37000,6
서울특별시 성북구 정릉동,쌍용2,59.9,38500,16
서울특별시 성북구 정릉동,우방,84.92,38000,7
서울특별시 성북구 정릉동,정릉2차e-편한세상,59.37,53700,10
서울특별시 성북구 정릉동,정릉2차e-편한세상,84.09,65500,7
서울특별시 성북구 정릉동,정릉2차e-편한세상,114.35,74500,4
서울특별시 성북구 정릉동,정릉2차대주피오레,84.99,49700,8
서울특별시 성북구 정릉동,정릉2차대주피오레,59.9627,42300,3
서울특별시 성북구 정릉동,정릉e-편한세상,59.77,45500,5
서울특별시 성북구 정릉동,정릉e-편한세상,114.56,59500,6
서울특별시 성북구 정릉동,정릉스카이 쌍용 아파트,84.19,49500,17
서울특별시 성북구 정릉동,정릉스카이 쌍용 아파트,109.27,54300,9
서울특별시 성북구 정릉동,정릉스카이 쌍용 아파트,59.9,36500,15
서울특별시 성북구 정릉동,정릉스카이 쌍용 아파트,59.9,39000,12
서울특별시 성북구 정릉동,정릉스카이 쌍용 아파트,84.19,52500,12
서울특별시 성북구 정릉동,정릉우성아파트 101~105동,84.96,44800,3
서울특별시 성북구 정릉동,정릉우성아파트 101~105동,46.65,32500,16
서울특별시 성북구 정릉동,정릉우성아파트 101~105동,84.99,46200,10
서울특별시 성북구 정릉동,정릉우성아파트 101~105동,46.65,31000,2
서울특별시 성북구 정릉동,정릉우성아파트 101~105동,46.65,32000,11
서울특별시 성북구 정릉동,정릉우성아파트 101~105동,84.99,46000,19
서울특별시 성북구 정릉동,정릉우성아파트 101~105동,84.99,45000,13
서울특별시 성북구 정릉동,정릉푸르지오,84.89,56800,9
서울특별시 성북구 정릉동,정릉풍림아이원,114.75,60000,17
서울특별시 성북구 정릉동,정릉풍림아이원,84.09,45000,5
서울특별시 성북구 정릉동,정릉풍림아이원,84.09,45300,19
서울특별시 성북구 정릉동,정릉풍림아이원,114.75,49300,6
서울특별시 성북구 정릉동,정릉풍림아이원,114.75,49700,7
서울특별시 성북구 정릉동,정릉풍림아이원,59.88,37800,13
서울특별시 성북구 정릉동,정릉풍림아이원,114.75,51000,3
서울특별시 성북구 정릉동,정릉풍림아이원,84.09,43000,8
서울특별시 성북구 정릉동,정릉풍림아이원,59.88,36800,15
서울특별시 성북구 정릉동,정릉풍림아이원,59.88,37300,15
서울특별시 성북구 정릉동,정릉풍림아이원,59.88,37300,7
서울특별시 성북구 정릉동,정릉풍림아이원,59.88,36500,15
서울특별시 성북구 정릉동,정릉풍림아이원,84.09,49000,10
서울특별시 성북구 정릉동,정릉풍림아이원,84.09,42900,3
서울특별시 성북구 정릉동,정릉풍림아이원,59.88,35400,12
서울특별시 성북구 정릉동,정릉풍림아이원,84.09,45000,2
서울특별시 성북구 정릉동,정릉풍림아이원,59.88,38100,11
서울특별시 성북구 정릉동,정릉하이츠빌1단지,59.98,44300,17
서울특별시 성북구 정릉동,정릉하이츠빌2단지,122.847,66800,9
서울특별시 성북구 정릉동,정릉하이츠빌2단지,84.6824,57500,9
서울특별시 성북구 정릉동,정릉하이츠빌2단지,59.9786,42700,1
서울특별시 성북구 정릉동,정릉힐스테이트3차,59.98,49000,6
서울특별시 성북구 정릉동,태영,59.42,35550,3
서울특별시 성북구 정릉동,태영,59.42,36600,12
서울특별시 성북구 정릉동,태영,84.44,46000,10
서울특별시 성북구 정릉동,태영,59.42,37000,3
서울특별시 성북구 종암동,고려,66.49,18000,2
서울특별시 성북구 종암동,고려,53.57,15200,3
서울특별시 성북구 종암동,극동,84.96,56500,11
서울특별시 성북구 종암동,극동,59.67,43000,6
서울특별시 성북구 종암동,극동,84.96,58500,17
서울특별시 성북구 종암동,래미안라센트,59.98,69900,9
서울특별시 성북구 종암동,래미안라센트,59.98,68700,15
서울특별시 성북구 종암동,래미안라센트,59.98,72800,13
서울특별시 성북구 종암동,래미안라센트,84.99,84000,9
서울특별시 성북구 종암동,래미안세레니티,84.98,77500,19
서울특별시 성북구 종암동,래미안세레니티,59.97,64500,9
서울특별시 성북구 종암동,래미안세레니티,84.99,74900,10
서울특별시 성북구 종암동,래미안세레니티,114.99,86000,9
서울특별시 성북구 종암동,래미안세레니티,114.99,94500,15
서울특별시 성북구 종암동,래미안세레니티,114.99,84000,2
서울특별시 성북구 종암동,삼성래미안,59.99,58000,15
서울특별시 성북구 종암동,삼성래미안,114.98,74000,5
서울특별시 성북구 종암동,삼성래미안,84.95,65000,17
서울특별시 성북구 종암동,삼성래미안,114.98,71000,10
서울특별시 성북구 종암동,삼성래미안,114.98,71500,14
서울특별시 성북구 종암동,삼성래미안,59.99,56500,8
서울특별시 성북구 종암동,삼성래미안,59.99,58700,8
서울특별시 성북구 종암동,삼성래미안,114.98,72000,17
서울특별시 성북구 종암동,아이파크2차,84.73,64000,14
서울특별시 성북구 종암동,아이파크2차,84.73,72500,6
서울특별시 성북구 종암동,아이파크2차,84.73,69000,3
서울특별시 성북구 종암동,아이파크종암동,59.73,56800,4
