지역,아파트,면적,가격,층
강원도 강릉시 견소동,송정한신,59.8,10900,5
강원도 강릉시 견소동,송정한신,116.175,18500,10
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,25000,6
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,20600,3
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,20500,1
강원도 강릉시 교동,강릉 교동 풍림아이원 아파트,84.9964,29200,14
강원도 강릉시 교동,강릉교동롯데캐슬1단지,135.1727,34300,9
강원도 강릉시 교동,강릉교동롯데캐슬2단지,118.0686,32500,2
강원도 강릉시 교동,교동1주공,59.89,16200,10
강원도 강릉시 교동,교동1주공,84.84,21550,9
강원도 강릉시 교동,교동1주공,84.84,21800,4
강원도 강릉시 교동,교동1주공,84.84,17500,4
강원도 강릉시 교동,교동1주공,84.84,20300,1
강원도 강릉시 교동,교동1주공,84.84,18600,3
강원도 강릉시 교동,교동2현대,84.97,20400,1
강원도 강릉시 교동,교동2현대,84.97,22500,4
강원도 강릉시 교동,교동3주공,59.86,16600,10
강원도 강릉시 교동,교동3주공,59.84,16100,7
강원도 강릉시 교동,교동3주공,59.86,17300,4
강원도 강릉시 교동,교동3주공,59.79,16150,2
강원도 강릉시 교동,교동이-편한세상,84.7155,25000,15
강원도 강릉시 교동,교동이-편한세상,84.7155,25000,3
강원도 강릉시 교동,교동이-편한세상,123.7566,32500,3
강원도 강릉시 교동,부영3차,84.93,20000,1
강원도 강릉시 교동,부영3차,84.93,17300,1
강원도 강릉시 교동,부영3차,84.93,16800,11
강원도 강릉시 교동,부영3차,84.93,19000,7
강원도 강릉시 교동,부영3차,84.93,19600,3
강원도 강릉시 교동,부영3차,84.93,20300,4
강원도 강릉시 교동,부영3차,84.93,19400,7
강원도 강릉시 교동,부영5,84.93,19500,15
강원도 강릉시 교동,부영5,84.93,19600,6
강원도 강릉시 교동,부영6,84.9763,20000,10
강원도 강릉시 교동,부영6,84.9763,20000,13
강원도 강릉시 교동,부영6,84.9763,16950,1
강원도 강릉시 교동,서일2,27.75,4600,1
강원도 강릉시 교동,한신,59.84,13200,16
강원도 강릉시 교동,현대,84.945,14700,5
강원도 강릉시 교동,현대하이빌,122.74,28500,6
강원도 강릉시 남문동,삼익그린맨션,164.754,21000,12
강원도 강릉시 내곡동,내곡동현대,59.84,14500,4
강원도 강릉시 내곡동,내곡동현대,84.865,17100,14
강원도 강릉시 내곡동,내곡동현대,84.99,15100,3
강원도 강릉시 내곡동,내곡시영,39.3,4000,5
강원도 강릉시 내곡동,내곡한라,59.97,11700,9
강원도 강릉시 노암동,노암2주공,42.74,4200,1
강원도 강릉시 노암동,노암3한라,39.762,7400,11
강원도 강릉시 노암동,노암3한라,59.994,10700,2
강원도 강릉시 노암동,노암3한라,59.994,9700,14
강원도 강릉시 노암동,노암3한라,39.762,6000,3
강원도 강릉시 노암동,노암3한라,74.64,13000,8
강원도 강릉시 노암동,노암남산현대,84.99,15700,12
강원도 강릉시 노암동,노암남산현대,84.99,12900,12
강원도 강릉시 노암동,노암남산현대,59.84,11300,6
강원도 강릉시 노암동,노암남산현대,84.99,13200,4
강원도 강릉시 노암동,신화,84.954,13700,1
강원도 강릉시 노암동,양우내안애,114.6085,24800,12
강원도 강릉시 노암동,양우내안애,114.6085,24800,7
강원도 강릉시 노암동,양우내안애,59.6927,16800,12
강원도 강릉시 노암동,영진노암2차,49.525,5700,2
강원도 강릉시 송정동,강릉송정 한신더휴,84.961,30000,20
강원도 강릉시 송정동,강릉송정 한신더휴,84.9955,27500,16
강원도 강릉시 송정동,대림맨션,77.99,12900,7
강원도 강릉시 송정동,비치소라,51,4500,1
강원도 강릉시 송정동,삼우은성,72.86,11900,9
강원도 강릉시 송정동,삼우은성,84.96,15900,14
강원도 강릉시 연곡면 영진리,근화,84.78,9800,3
강원도 강릉시 연곡면 영진리,삼우그린,30.24,4800,4
강원도 강릉시 연곡면 영진리,삼우그린,43.2,6250,9
강원도 강릉시 연곡면 영진리,삼우그린,43.2,6550,12
강원도 강릉시 연곡면 영진리,삼천리,59.85,7400,4
강원도 강릉시 연곡면 영진리,영진부영1,59.987,13800,13
강원도 강릉시 연곡면 영진리,영진부영2,59.987,12500,2
강원도 강릉시 입암동,강릉더샵,84.93,24000,11
강원도 강릉시 입암동,강릉더샵,84.94,23800,7
강원도 강릉시 입암동,강릉더샵,84.94,23900,3
강원도 강릉시 입암동,강릉입암동금호어울림,123.09,27900,8
강원도 강릉시 입암동,강릉입암동금호어울림,84.77,22900,13
강원도 강릉시 입암동,강릉입암동금호어울림,84.77,21000,11
강원도 강릉시 입암동,녹원,84.88,13000,13
강원도 강릉시 입암동,대인3,59.685,6900,6
강원도 강릉시 입암동,대인3,59.685,6500,13
강원도 강릉시 입암동,대인3,59.685,6850,9
강원도 강릉시 입암동,삼동광업소사원,43.47,5000,2
강원도 강릉시 입암동,에버그린,59.85,8300,11
강원도 강릉시 입암동,이안강릉타운,84.7,19900,5
강원도 강릉시 입암동,이안강릉타운,122.72,25000,8
강원도 강릉시 입암동,이안강릉타운,84.7,19000,12
강원도 강릉시 입암동,이안강릉타운,84.7,17800,3
강원도 강릉시 입암동,이안강릉타운,84.7,18250,2
강원도 강릉시 입암동,입암1주공,39.72,6200,4
강원도 강릉시 입암동,입암2주공,46.68,5800,1
강원도 강릉시 입암동,입암2주공,39.69,4800,5
강원도 강릉시 입암동,입암2주공,39.69,4600,3
강원도 강릉시 입암동,입암4주공,59.8,7500,1
강원도 강릉시 입암동,입암6주공,59.99,9350,5
강원도 강릉시 입암동,입암6주공,59.99,8900,1
강원도 강릉시 입암동,입암6주공,59.99,9000,15
강원도 강릉시 입암동,입암6주공,59.99,9800,15
강원도 강릉시 입암동,입암6주공,59.99,10000,10
강원도 강릉시 입암동,입암6주공,59.99,9200,9
강원도 강릉시 입암동,입암6주공,49.62,8200,9
강원도 강릉시 입암동,입암6주공,59.99,9300,8
강원도 강릉시 입암동,입암6주공,59.99,8600,12
강원도 강릉시 입암동,입암6주공,59.99,9400,14
강원도 강릉시 입암동,입암현대,59.956,12000,12
강원도 강릉시 입암동,입암현대,84.904,16000,3
강원도 강릉시 입암동,입암현대,59.824,11000,6
강원도 강릉시 입암동,입암현대,59.956,11000,11
강원도 강릉시 입암동,입암현대,59.956,11000,5
강원도 강릉시 입암동,입암현대,59.956,11400,3
강원도 강릉시 입암동,입암현대,59.824,11500,4
강원도 강릉시 입암동,입암현대,59.956,12000,14
강원도 강릉시 입암동,입암현대,59.956,10500,5
강원도 강릉시 입암동,입암현대,59.956,10650,3
강원도 강릉시 입암동,태평양임대,34.722,4570,6
강원도 강릉시 저동,경포현대,84.915,14500,5
강원도 강릉시 주문진읍 교항리,교항2주공,39.51,7700,6
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,11000,5
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,8700,12
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,8200,2
강원도 강릉시 주문진읍 교항리,극동,63.18,8000,2
강원도 강릉시 주문진읍 교항리,소훈,84.68,5200,1
강원도 강릉시 주문진읍 교항리,소훈4차,72.09,5500,1
강원도 강릉시 주문진읍 교항리,우신그린피아임대,59.98,7900,10
강원도 강릉시 주문진읍 교항리,우신그린피아임대,49.86,6900,10
강원도 강릉시 주문진읍 주문리,주문진 라일플로리스4차,26.4616,11300,13
강원도 강릉시 초당동,동부,84.98,18700,5
강원도 강릉시 초당동,우성,84.77,14500,4
강원도 강릉시 초당동,유화3,45.68,7300,4
강원도 강릉시 초당동,이화해변(B~D동),29.82,4000,4
강원도 강릉시 초당동,이화해변(B~D동),29.82,4330,2
강원도 강릉시 초당동,이화해변(B~D동),29.82,4150,4
강원도 강릉시 초당동,초당동청마루,84.89,23500,14
강원도 강릉시 초당동,현대,59.875,11200,8
강원도 강릉시 초당동,현대,59.875,10700,8
강원도 강릉시 포남동,고려3,84.97,13000,9
강원도 강릉시 포남동,대목5,84.94,10900,2
강원도 강릉시 포남동,서일임대,23.76,2600,4
강원도 강릉시 포남동,서일임대,23.76,2600,4
강원도 강릉시 포남동,영진아파트,36.33,4000,5
강원도 강릉시 포남동,용지,60.9,7500,2
강원도 강릉시 포남동,일송,59.135,9800,11
강원도 강릉시 포남동,일송,59.135,9700,2
강원도 강릉시 포남동,일송,59.135,10300,15
강원도 강릉시 포남동,일송,59.135,9500,14
강원도 강릉시 포남동,일송,59.135,10500,7
강원도 강릉시 포남동,일송,58.87,9300,15
강원도 강릉시 포남동,일송,59.135,10000,5
강원도 강릉시 포남동,일송,59.135,9390,7
강원도 강릉시 포남동,일송,59.135,9500,14
강원도 강릉시 포남동,일송,59.135,10000,15
강원도 강릉시 포남동,일송,59.135,10000,15
강원도 강릉시 포남동,일송,58.87,10000,4
강원도 강릉시 포남동,청송,84.42,16000,3
강원도 강릉시 포남동,청송,84.42,17100,1
강원도 강릉시 포남동,포남1주공,41.98,6500,3
강원도 강릉시 포남동,포남1주공,41.98,6450,1
강원도 강릉시 포남동,포남1주공,41.98,6900,1
강원도 강릉시 포남동,포남1주공,42.54,7000,1
강원도 강릉시 포남동,포남2주공,47.01,7100,2
강원도 강릉시 홍제동,강릉홍제힐스테이트,129.689,27200,9
강원도 강릉시 홍제동,강릉홍제힐스테이트,129.689,29900,8
강원도 강릉시 홍제동,강릉홍제힐스테이트,84.409,24700,11
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,24000,4
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,22000,19
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.78,22000,4
강원도 강릉시 홍제동,우미린아파트,84.9843,34200,18
강원도 강릉시 홍제동,우미린아파트,84.9871,34000,20
강원도 강릉시 홍제동,우미린아파트,84.9871,34900,8
강원도 강릉시 홍제동,우미린아파트,84.9819,35400,12
강원도 강릉시 홍제동,우미린아파트,78.4089,30000,15
강원도 강릉시 홍제동,우미린아파트,84.9843,33900,19
강원도 강릉시 홍제동,우미린아파트,84.9871,32800,4
강원도 강릉시 홍제동,우미린아파트,78.4089,31000,10
강원도 강릉시 홍제동,우미린아파트,84.9819,34500,12
강원도 강릉시 홍제동,우산,50.445,6800,11
강원도 강릉시 홍제동,홍제한신휴플러스,84.97,29000,12
강원도 강릉시 홍제동,홍제한신휴플러스,84.59,28500,18
강원도 강릉시 홍제동,홍제한신휴플러스,59.96,22500,10
강원도 강릉시 회산동,강릉서희스타힐스리버파크,74.6787,21000,12
강원도 강릉시 회산동,강릉서희스타힐스리버파크,84.8956,21400,2
강원도 강릉시 회산동,강릉서희스타힐스리버파크,84.8956,21000,2
강원도 강릉시 회산동,강릉서희스타힐스리버파크,84.8956,24000,10
강원도 강릉시 회산동,힐스테이트 강릉,84.9925,24000,3
강원도 강릉시 회산동,힐스테이트 강릉,74.9974,23000,15
강원도 강릉시 회산동,힐스테이트 강릉,74.9985,24100,6
강원도 강릉시 회산동,힐스테이트 강릉,74.9974,25400,13
강원도 고성군 간성읍 상리,간성대명,59.4,7100,4
강원도 고성군 간성읍 상리,간성대명,39.6,5700,3
강원도 고성군 간성읍 신안리,고성삼익레스타운,84.92,15000,7
강원도 고성군 간성읍 신안리,고성삼익레스타운,39.36,6800,13
강원도 고성군 간성읍 신안리,고성삼익레스타운,39.36,6280,15
강원도 고성군 간성읍 신안리,고성삼익레스타운,59.68,11050,13
강원도 고성군 거진읍 거진리,동진,49.44,5050,1
강원도 고성군 거진읍 거진리,동진,58.26,5000,1
강원도 고성군 거진읍 송포리,거진오션상떼빌,70.64,19500,12
강원도 고성군 토성면 청간리,유진클래시움,37.65,11500,13
강원도 동해시 구미동,현진,59.8,6500,9
강원도 동해시 동회동,"대동1,2차",84.5525,11800,15
강원도 동해시 동회동,"대동1,2차",84.5525,11800,8
강원도 동해시 동회동,"대동1,2차",45,6200,5
강원도 동해시 동회동,대동3차,45,6400,9
강원도 동해시 동회동,북삼하우스디아파트,74.7297,22500,25
강원도 동해시 동회동,현대4차,45,6400,8
강원도 동해시 동회동,현대4차,59.3575,8200,8
강원도 동해시 동회동,현대5차,77.7562,13000,7
강원도 동해시 동회동,현대5차,77.7562,14000,2
강원도 동해시 묵호진동,삼본임대,40.965,5775,6
강원도 동해시 묵호진동,유한타워광이,59.14,4800,3
강원도 동해시 발한동,강경,46.54,3000,3
강원도 동해시 발한동,강경,46.54,3450,5
강원도 동해시 발한동,경민1차,53.14,2500,4
강원도 동해시 발한동,경민2차,79.15,5500,2
강원도 동해시 발한동,대원,22.23,950,4
강원도 동해시 발한동,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,18000,18
강원도 동해시 발한동,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,17100,17
강원도 동해시 북평동,북평주공2차,46.68,3900,3
강원도 동해시 북평동,유화맨션,76.0975,5000,5
강원도 동해시 쇄운동,아름다운아침,49.95,7000,9
강원도 동해시 쇄운동,아름다운아침,60,9000,6
강원도 동해시 쇄운동,아름다운아침,60,8250,1
강원도 동해시 용정동,승우,59.96,4350,3
강원도 동해시 이도동,동해아이파크,84.98,26100,13
강원도 동해시 이도동,이도1주공,49.62,6600,10
강원도 동해시 이도동,이도1주공,49.62,7000,9
강원도 동해시 이도동,이도1주공,49.62,5800,14
강원도 동해시 이도동,이도2주공,59.39,8800,7
강원도 동해시 이도동,현대,84.99,10500,4
강원도 동해시 천곡동,동해금호어울림,84.908,17800,8
강원도 동해시 천곡동,쌍용,73.97,14000,17
강원도 동해시 천곡동,쌍용,83.7,15000,12
강원도 동해시 천곡동,천곡주공1차,44.78,6100,2
강원도 동해시 천곡동,천곡주공4차,39.99,6380,2
강원도 동해시 천곡동,천곡주공4차,47.01,5900,4
강원도 동해시 천곡동,천곡주공4차,39.3,3900,4
강원도 동해시 천곡동,천곡주공4차,39.6,4850,2
강원도 동해시 천곡동,천곡주공4차,39.99,4450,5
강원도 동해시 천곡동,한양1차,68.32,8640,3
강원도 동해시 천곡동,한양2차,72.71,9400,8
강원도 동해시 천곡동,한양수자인,72.144,17800,9
강원도 동해시 천곡동,현대1차,84.945,9600,6
강원도 동해시 천곡동,현대1차,71.355,8800,5
강원도 동해시 천곡동,현대1차,84.945,8700,8
강원도 동해시 천곡동,현대1차,71.355,9300,13
강원도 동해시 천곡동,현대1차,84.945,11000,5
강원도 동해시 천곡동,현대1차,84.945,11300,7
강원도 동해시 평릉동,동해하나리움,59.9844,12700,5
강원도 동해시 평릉동,동해하나리움,59.9844,13200,5
강원도 동해시 평릉동,동해하나리움,59.9514,12000,8
강원도 동해시 평릉동,엘리시아,84.9162,22500,1
강원도 동해시 평릉동,코아루디오션,84.9694,24300,6
강원도 동해시 평릉동,코아루디오션,84.9788,23200,13
강원도 동해시 효가동,동아더프라임1단지,84.9714,15300,5
강원도 동해시 효가동,동아더프라임2단지,59.9798,15200,3
강원도 동해시 효가동,동아더프라임2단지,84.9714,18500,14
강원도 동해시 효가동,명보1차,46.25,2900,1
강원도 동해시 효가동,명보1차,46.25,3100,2
강원도 삼척시 건지동,코아루플러스,84.78,19900,2
강원도 삼척시 교동,e편한세상삼척교동,74.7748,19800,3
강원도 삼척시 교동,e편한세상삼척교동,59.8769,17450,7
강원도 삼척시 교동,강부2,49.815,4600,3
강원도 삼척시 교동,강부2,49.815,3200,2
강원도 삼척시 교동,교동지웰,59.8194,16000,9
강원도 삼척시 교동,교동지웰,84.9811,24300,12
강원도 삼척시 교동,교동지웰,84.9811,23800,19
강원도 삼척시 교동,교동청솔2차,59.85,8300,9
강원도 삼척시 교동,교동코아루,60,8500,11
강원도 삼척시 교동,교동코아루,60,8350,6
강원도 삼척시 교동,신동아,59.895,10000,3
강원도 삼척시 교동,코아루타워,96.49,25000,2
강원도 삼척시 교동,현대,59.62,6850,3
강원도 삼척시 남양동,강부맨션,64.25,9100,7
강원도 삼척시 남양동,동화3차,84.9,14150,7
강원도 삼척시 남양동,한흥3,39.93,5200,1
강원도 삼척시 도계읍 도계리,한림,56.7,2400,1
강원도 삼척시 도계읍 전두리,태진,46.25,1800,5
강원도 삼척시 성북동,명보1,59.85,4900,3
강원도 삼척시 원당동,한양,84.54,9000,13
강원도 삼척시 원당동,한양,84.54,9000,10
강원도 삼척시 원당동,한양,84.54,7700,2
강원도 삼척시 정상동,석미,56.97,6800,6
강원도 삼척시 정상동,석미,39.87,5350,5
강원도 삼척시 정상동,석미,39.87,4900,11
강원도 삼척시 정상동,석미,56.97,7000,4
강원도 삼척시 정상동,석미,56.97,7200,5
강원도 삼척시 정상동,유성,39.48,3900,1
강원도 삼척시 정상동,정상주공,32.43,2700,1
강원도 삼척시 정상동,청솔1차,59.85,7000,1
강원도 삼척시 정상동,청솔1차,59.85,6500,12
강원도 삼척시 정상동,현진에버빌,64.564,15000,9
강원도 삼척시 정상동,현진에버빌,80.429,19700,8
강원도 속초시 교동,남광하우스토리,59.8268,16800,11
강원도 속초시 교동,남광하우스토리,59.8268,17000,17
강원도 속초시 교동,남광하우스토리,59.8268,17500,17
강원도 속초시 교동,대명늘푸른,39.8354,7700,14
강원도 속초시 교동,대명늘푸른,59.9584,8400,2
강원도 속초시 교동,대명늘푸른,59.9584,7950,2
강원도 속초시 교동,동부,84.96,13000,13
강원도 속초시 교동,동부,84.96,13500,13
강원도 속초시 교동,동부,84.96,12200,3
강원도 속초시 교동,럭키설악1,84.93,14000,9
강원도 속초시 교동,럭키설악1,76.39,8900,6
강원도 속초시 교동,럭키설악2,84.991,10800,6
강원도 속초시 교동,로얄2,49.74,5100,5
강원도 속초시 교동,로얄2,49.74,6700,2
강원도 속초시 교동,로얄나하나(904-5),59.97,9200,7
강원도 속초시 교동,로얄나하나(904-5),59.97,10000,10
강원도 속초시 교동,로얄나하나(904-5),59.97,9500,7
강원도 속초시 교동,명지미래힐,118.0531,27500,5
강원도 속초시 교동,명지미래힐,84.9295,20500,12
강원도 속초시 교동,명지미래힐,84.9295,20900,7
강원도 속초시 교동,삼환,54.58,7900,4
강원도 속초시 교동,서울대명1,84.9,10800,8
강원도 속초시 교동,석미모닝파크,73.1,16000,2
강원도 속초시 교동,설악현대,73.305,12000,1
강원도 속초시 교동,설악현대,73.305,13000,14
강원도 속초시 교동,속초 교동 블루핀,24.88,12740,17
강원도 속초시 교동,속초교동시티프라디움,84.3403,24700,6
강원도 속초시 교동,속초대명1(대명타워),59.78,7300,14
강원도 속초시 교동,속초대명3,59.93,9300,9
강원도 속초시 교동,주공2,47.3,8500,5
강원도 속초시 교동,청초대우,70.236,15500,6
강원도 속초시 교동,청초대우,59.946,13800,1
강원도 속초시 교동,청초대우,84.999,16500,4
강원도 속초시 교동,현대1,84.99,12900,11
강원도 속초시 교동,현대1,84.99,11000,11
강원도 속초시 교동,현대1,121.98,16000,9
강원도 속초시 교동,현대1,75.24,10400,15
강원도 속초시 교동,현대2,123.27,20500,15
강원도 속초시 교동,현대2,84.96,13000,12
강원도 속초시 교동,현대3,84.975,14000,7
강원도 속초시 교동,현대3,59.852,11200,13
강원도 속초시 교동,현대3,59.852,11000,4
강원도 속초시 금호동,보람레이크더하임,156.76,29500,1
강원도 속초시 금호동,속초e-편한세상,84.975,23000,9
강원도 속초시 동명동,e편한세상 영랑호,84.9439,36800,25
강원도 속초시 동명동,e편한세상 영랑호,84.9147,34500,24
강원도 속초시 동명동,e편한세상 영랑호,84.9439,30000,12
강원도 속초시 동명동,e편한세상 영랑호,74.6496,27500,18
강원도 속초시 동명동,e편한세상 영랑호,84.9147,26000,1
강원도 속초시 동명동,e편한세상 영랑호,84.9147,36500,18
강원도 속초시 동명동,영금정,59.46,17000,5
강원도 속초시 영랑동,대명드림빌,84.3789,20000,14
강원도 속초시 영랑동,동현,84.96,14000,4
강원도 속초시 조양동,대광로제비앙,84.8533,21000,8
강원도 속초시 조양동,대광로제비앙,84.8533,21200,14
강원도 속초시 조양동,대광로제비앙,84.8533,19400,7
강원도 속초시 조양동,부영1(동광),84.76,17250,11
강원도 속초시 조양동,부영2,49.92,9000,9
강원도 속초시 조양동,부영2,49.92,9400,14
강원도 속초시 조양동,부영3,59.905,10650,14
강원도 속초시 조양동,부영3,59.905,10300,6
강원도 속초시 조양동,부영3,59.905,10500,3
강원도 속초시 조양동,부영3,59.905,10600,8
강원도 속초시 조양동,부영3,59.905,10800,12
강원도 속초시 조양동,부영3,84.88,14500,2
강원도 속초시 조양동,부영3,59.905,10200,5
강원도 속초시 조양동,부영3,84.88,16500,2
강원도 속초시 조양동,부영3,84.88,21500,13
강원도 속초시 조양동,부영3,59.905,10970,3
강원도 속초시 조양동,부영5,40,7500,3
강원도 속초시 조양동,부영5,50,6500,1
강원도 속초시 조양동,부영5,50,9000,10
강원도 속초시 조양동,부영5,50,7800,6
강원도 속초시 조양동,부영5,40,7300,3
강원도 속초시 조양동,부영5,40,6700,13
강원도 속초시 조양동,부영6,50,7000,10
강원도 속초시 조양동,성호,59.76,9900,18
강원도 속초시 조양동,성호,59.76,10500,6
강원도 속초시 조양동,성호,49.65,7800,12
강원도 속초시 조양동,성호,59.76,9900,19
강원도 속초시 조양동,속초 KCC 스위첸,84.9762,29800,20
강원도 속초시 조양동,속초조양양우내안애아파트,59.7891,18000,13
강원도 속초시 조양동,속초조양양우내안애아파트,59.9588,18300,13
강원도 속초시 조양동,속초조양코아루,84.98,17500,2
강원도 속초시 조양동,조양1주공,59.99,11200,5
강원도 속초시 조양동,조양1주공,59.99,11000,12
강원도 속초시 조양동,조양1주공,59.99,9750,12
강원도 속초시 조양동,진덕설악,46.04,7300,12
강원도 속초시 조양동,효성해링턴플레이스,84.99,27290,12
강원도 속초시 청호동,속초청호아이파크,84.82,39000,14
강원도 속초시 청호동,속초청호아이파크,84.94,45800,19
강원도 속초시 청호동,속초청호아이파크,59.98,25700,16
강원도 속초시 청호동,속초청호아이파크,75.97,30800,4
강원도 양구군 양구읍 상리,경림,59.4,10500,10
강원도 양구군 양구읍 상리,서희스타힐스,114.4,28500,10
강원도 양구군 양구읍 상리,서희스타힐스,84.99,21500,8
강원도 양구군 양구읍 상리,서희스타힐스,84.884,22500,4
강원도 양구군 양구읍 상리,포미재,84.4862,16000,8
강원도 양구군 양구읍 정림리,양구석미모닝파크,77.12,14800,5
강원도 양양군 강현면 강선리,양양우미린디오션,84.98,23970,7
강원도 양양군 강현면 정암리,썬라이즈빌,50.5365,19000,9
강원도 양양군 양양읍 거마리,설악실크벨리,25.45,2730,7
강원도 양양군 양양읍 거마리,설악실크벨리,25.45,2880,5
강원도 양양군 양양읍 구교리,로얄타워맨션,59.748,7400,9
강원도 양양군 양양읍 구교리,정아골든맨션,54.48,5500,10
강원도 양양군 양양읍 내곡리,이편한세상양양,60.3525,17100,1
강원도 양양군 양양읍 내곡리,이편한세상양양,60.3525,17100,2
강원도 양양군 양양읍 내곡리,하이펠리스,84.6,14000,3
강원도 양양군 양양읍 서문리,양양서문주공,51.85,10000,5
강원도 양양군 양양읍 서문리,양양서문주공,59.57,11800,3
강원도 양양군 양양읍 서문리,양양코아루,73.8029,16000,12
강원도 양양군 양양읍 서문리,양양코아루,73.8029,15200,18
강원도 양양군 양양읍 성내리,정아2,45.82,4500,5
강원도 양양군 양양읍 송암리,일심샹스빌2단지,84.9984,12000,2
강원도 양양군 양양읍 월리,명지푸르미,84.7407,12000,2
강원도 양양군 양양읍 월리,명지푸르미,84.7407,12500,12
강원도 양양군 양양읍 월리,명지푸르미,84.7407,13300,7
강원도 양양군 현남면 광진리,대목바다마을,38.88,6900,4
강원도 양양군 현남면 광진리,대목바다마을,58.32,10000,1
강원도 양양군 현남면 광진리,대목바다마을,38.88,6800,6
강원도 영월군 영월읍 덕포리,금용,59.82,7000,3
강원도 영월군 영월읍 방절리,신아,39.9,2850,4
강원도 영월군 영월읍 영흥리,장미,63,5300,5
강원도 영월군 영월읍 하송리,다미아아파트,59.9208,18000,7
강원도 영월군 영월읍 하송리,드림채,121.473,25500,16
강원도 영월군 영월읍 하송리,주공2,46.98,5300,1
강원도 영월군 영월읍 하송리,주공2,47.31,6100,1
강원도 영월군 영월읍 하송리,주공3,49.96,7400,6
강원도 영월군 영월읍 하송리,주공4,59.8,11700,9
강원도 영월군 영월읍 하송리,주공4,49.44,7700,9
강원도 영월군 영월읍 하송리,하송주공1차,38.57,5100,4
강원도 영월군 영월읍 하송리,하송주공1차,39.38,5900,4
강원도 영월군 영월읍 하송리,하송주공1차,54.09,7000,1
강원도 영월군 영월읍 하송리,하송주공1차,39.38,3700,4
강원도 영월군 영월읍 하송리,하송주공1차,39.38,4850,4
강원도 원주시 개운동,개운한신휴플러스1차,84.98,18700,2
강원도 원주시 개운동,개운한신휴플러스1차,84.98,19500,5
강원도 원주시 개운동,개운현대,84.986,10900,17
강원도 원주시 개운동,개운현대,84.974,11800,8
강원도 원주시 개운동,세경,47.07,5000,3
강원도 원주시 개운동,원주개운휴먼시아1단지,116.92,25000,4
강원도 원주시 개운동,원주힐스테이트,133.9912,26000,16
강원도 원주시 개운동,원주힐스테이트,137.4292,24000,14
강원도 원주시 개운동,원흥1단지,64.624,5000,4
강원도 원주시 개운동,원흥3단지,59.9,6500,12
강원도 원주시 관설동,청솔5차,59.85,6850,6
강원도 원주시 관설동,청솔6차,59.85,7900,1
강원도 원주시 관설동,청솔6차,59.85,8000,11
강원도 원주시 관설동,청솔6차,59.85,7200,5
강원도 원주시 관설동,청솔6차,59.85,7400,12
강원도 원주시 관설동,청솔8차,59.85,7700,11
강원도 원주시 관설동,청솔8차,59.85,7700,5
강원도 원주시 관설동,코아루,84.96,17500,10
강원도 원주시 관설동,코아루,84.96,15650,13
강원도 원주시 관설동,현진에버빌4차,84.976,16000,4
강원도 원주시 단계동,단계롯데,84.91,11100,2
강원도 원주시 단계동,단계롯데,76.54,10300,3
강원도 원주시 단계동,단계이안1단지,84.93,18000,2
강원도 원주시 단계동,단계이안2단지,84.93,19400,15
강원도 원주시 단계동,라이프타운,101.67,15000,11
강원도 원주시 단계동,봉화산e-편한세상,84.98,23000,5
강원도 원주시 단계동,봉화산벨라시티,74.6711,23150,19
강원도 원주시 단계동,봉화산벨라시티,84.9883,25300,8
강원도 원주시 단계동,봉화산벨라시티,74.6711,22450,16
강원도 원주시 단계동,봉화산벨라시티,84.9883,26000,3
강원도 원주시 단계동,성일,114.99,11000,1
강원도 원주시 단계동,원주봉화산벨라시티2차아파트,59.9671,19500,25
강원도 원주시 단계동,원주봉화산벨라시티2차아파트,84.9794,28000,11
강원도 원주시 단계동,원주봉화산벨라시티2차아파트,84.9794,27900,16
강원도 원주시 단계동,원주봉화산푸르지오,84.8617,32500,26
강원도 원주시 단계동,원주봉화산푸르지오,72.8686,25800,16
강원도 원주시 단계동,코오롱,84.59,15200,11
강원도 원주시 단계동,코오롱,59.73,11500,14
강원도 원주시 단계동,코오롱,59.73,11000,10
강원도 원주시 단계동,현대3차,84.93,12800,10
강원도 원주시 단계동,현대3차,84.93,11000,8
강원도 원주시 단계동,현진,84.74,12200,5
강원도 원주시 단구동,개운2차한신휴플러스,59.808,15000,11
강원도 원주시 단구동,개운2차한신휴플러스,84.98,20700,13
강원도 원주시 단구동,구곡2현대,77.82,12800,7
강원도 원주시 단구동,단구동휴플러스,84.9035,27000,9
강원도 원주시 단구동,단구동휴플러스,84.6989,27500,16
강원도 원주시 단구동,단구동휴플러스,84.6989,27300,19
강원도 원주시 단구동,단구동휴플러스,84.9035,26900,12
강원도 원주시 단구동,대림,59.903,11000,1
강원도 원주시 단구동,대림,59.901,10000,5
강원도 원주시 단구동,대림,59.903,11500,11
강원도 원주시 단구동,대림,59.901,12000,7
강원도 원주시 단구동,두산,134.97,19000,12
강원도 원주시 단구동,두산,134.97,17500,13
강원도 원주시 단구동,성일,59.55,9500,15
